Identifier,IdentityScore,EAScore,UWScore,Owner_Verified_Components,Owner_Negatively_Verified_Components,Owner_Phone_1_to_Name_Linkage,Owner_Phone_1_to_First_Name_Linkage,Owner_Address_to_Phone_1_Linkage,Owner_Email_to_Phone_1_Linkage,Owner_Prepaid_Phone_Attribute,Owner_Business_Phone_Indicator,Owner_Phone_InService_Indicator,Owner_Phone_Type_Indicator,Owner_Service_Discontinued_Indicator,Owner_Recent_Phone_Usage_Past_2_months,Owner_Phone_Usage_Past_12_months,Owner_Phone_Carrier,Owner_Parent_Phone_Carrier,Owner_Technology_Indicator,Owner_VoIP_Indicator,Owner_MVNO_Indicator,Fraud
1000198,531,84,0.831,5,7,2,-1,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000199,383,904,2.809,5,7,1,1,-1,0,N,U,A7,W,0,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000200,419,77,0.875,1,8,2,-2,1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000201,481,85,0.619,1,8,2,-1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000202,456,50,0.865,6,5,-1,2,-1,-1,N,B,A5,L,0,2,3,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1000203,602,500,5.17,2,8,1,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000204,510,143,0.755,2,8,1,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000205,593,248,1.002,5,8,2,-1,-2,0,N,C,I1,L,0,1,3,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1000206,501,500,4.29,5,7,2,1,-1,0,Y,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000207,411,500,2.281,7,5,-1,-1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000208,366,280,3.016,2,8,1,-1,-1,-2,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000209,703,500,10.445,7,8,0,0,-1,0,N,U,I2,L,0,0,1,Onvoy - SVR,Onvoy,Wireline,3,,0
1000210,540,196,1.958,2,8,1,1,-1,0,N,B,A7,L,0,2,4,Comcast Phone FL,Comcast,Wireline,3,,0
1000211,479,500,2.192,5,1,1,1,-1,-1,N,U,A7,L,0,3,4,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1000212,442,71,0.646,2,3,2,2,-1,-1,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1000213,401,194,1.794,2,6,2,1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000214,346,500,0.806,5,7,2,-1,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000215,418,472,1.139,8,2,-1,-1,-1,0,Y,U,A7,W,7,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000216,423,98,2.196,2,8,2,-1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000217,427,500,0.911,2,8,1,-1,1,-2,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000218,411,500,1.085,2,8,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000219,402,234,0.152,1,8,2,2,1,-1,N,C,A7,L,0,2,2,Smithville Tele - NSR,Smithville_Tele,Wireline,3,,0
1000220,377,211,0.501,2,5,1,1,1,-2,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000221,559,500,13.027,7,5,-1,2,-1,0,N,U,A2,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,1
1000222,410,196,0.556,2,5,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000223,478,702,5.348,2,5,2,1,2,0,N,U,A7,W,7,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000224,443,500,1.62,2,8,2,1,-1,-2,N,U,A7,W,7,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000225,439,500,1.122,2,5,1,-1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000226,425,904,18.793,8,5,-1,-1,0,0,N,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000227,335,500,1.064,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000228,479,500,1.809,7,5,-1,2,-1,-2,N,U,A7,L,0,4,5,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1000229,323,58,0.707,1,8,1,1,1,1,N,B,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000230,424,82,0.687,6,4,-1,-1,-1,-1,N,B,A2,L,0,1,1,Biddeford Internet Corportation,Great Works Internet,Wireline,3,,0
1000231,733,500,13.395,2,5,2,-1,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000232,484,78,1.181,1,8,2,-2,-1,-1,N,U,A7,W,0,4,5,Cingular Wireless,AT&T,Wireless,,N,0
1000233,303,80,0.307,1,8,2,-1,2,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000234,396,500,1.044,2,5,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000235,419,84,0.162,2,8,1,1,-1,0,N,B,A7,L,0,2,3,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1000236,352,78,0.301,1,8,2,1,1,1,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000237,432,233,1.945,5,7,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000238,381,500,1.62,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000239,529,500,2.107,2,8,1,1,1,0,N,U,A7,L,0,1,2,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1000240,477,50,0.847,6,4,-1,1,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000241,387,159,0.481,7,5,-1,1,-1,0,N,U,A6,L,0,1,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1000242,322,96,0.115,2,8,1,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000243,582,295,1.002,8,5,-1,-1,-1,0,N,U,I2,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1000244,712,500,10.506,2,8,2,1,1,0,N,U,U,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000245,625,291,3.503,7,3,-1,-1,-1,0,N,U,I2,L,0,1,2,Level 3-SVR,CenturyLink,Wireline,3,,0
1000246,438,92,1.129,1,8,2,-2,2,1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000247,363,211,0.793,2,8,2,2,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000248,677,92,10.586,7,8,0,0,-1,0,N,U,A4,W,6,2,3,Cingular Wireless,AT&T,Wireless,,N,1
1000249,533,500,3.001,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000250,562,500,3.219,7,5,-1,-1,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1000251,485,198,0.731,5,7,2,1,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000252,505,50,0.48,2,6,2,-1,1,-1,N,B,A7,L,0,3,4,Lumos Networks Inc - NSR,Lumos Networks,Wireline,3,,0
1000253,467,500,15.747,7,5,-1,-1,-1,0,N,B,A7,L,0,3,3,Vonage Network Inc,Vonage,VOIP Other,1,,0
1000254,639,74,3.492,7,3,-1,-1,-1,1,N,B,A7,L,0,3,5,"Valu-Net, LLC-SVR","Valu-Net, LLC",Wireline,3,,0
1000255,461,904,5.534,2,5,2,1,2,0,N,U,A7,W,7,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000256,640,904,14.43,2,5,2,-1,2,-2,N,C,A6,L,0,1,2,Alliance Communications Cooperative,Alliance Communications Cooperative,Wireline,3,,0
1000257,452,466,2.18,2,8,2,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000258,472,164,4.527,2,6,2,1,-1,1,N,U,A7,W,7,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000259,445,221,1.339,5,7,2,1,-1,0,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000260,346,142,0.148,2,8,1,1,1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000261,388,159,1.786,1,8,2,2,1,1,N,U,A7,W,0,3,5,Cingular Wireless,AT&T,Wireless,,N,0
1000262,467,500,1.385,2,8,1,-1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000263,432,81,0.376,1,8,2,1,2,-1,Y,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000264,445,72,0.584,7,3,0,0,0,0,N,U,A5,W,7,0,2,Cingular Wireless,AT&T,Wireless,,N,0
1000265,465,70,2.352,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000266,319,904,1.438,2,8,2,2,2,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000267,319,84,0.197,1,8,2,1,2,1,N,B,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000268,505,500,4.189,7,5,-1,-1,-1,0,Y,B,A1,W,0,2,3,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1000269,448,50,0.547,2,8,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000270,403,500,0.362,5,7,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000271,457,99,1.217,2,8,1,1,1,0,N,U,A7,W,0,3,5,Cingular Wireless,AT&T,Wireless,,N,0
1000272,465,142,0.686,2,8,2,-1,-1,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000273,716,81,20.739,1,8,1,1,-1,1,N,B,A7,L,0,3,4,BellSouth,AT&T,Wireline,3,,0
1000274,551,248,0.163,2,8,1,-1,-1,0,N,B,A4,L,0,1,1,Comcast Phone,Comcast,Wireline,3,,0
1000275,534,500,1.181,7,3,-1,2,-1,0,N,U,A7,L,0,2,3,Onvoy - SVR,Onvoy,Wireline,3,,0
1000276,476,90,0.173,3,7,2,-1,-1,1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000277,594,168,4.743,2,5,2,-1,1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000278,698,94,5.972,1,4,2,2,-1,-1,N,U,A7,W,1,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1000279,330,92,0.463,1,8,2,1,2,1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000280,547,79,0.496,1,8,1,1,1,-1,N,B,A7,L,0,2,4,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1000281,549,500,2.078,2,8,1,1,1,0,N,B,I5,L,0,1,1,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1000282,427,500,2.534,2,5,2,-1,2,0,N,C,A7,L,0,3,4,TDS Telecommunications,TDS Telecommunications,Wireline,3,,0
1000283,376,93,0.488,1,8,1,1,-1,-1,N,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000284,571,97,13.579,3,7,2,-2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,1
1000285,471,904,5.183,5,7,2,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000286,691,500,28.367,5,7,2,1,-1,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000287,418,297,1.943,2,8,2,1,-1,0,N,U,U,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000288,481,500,3.41,2,8,2,-1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000289,578,83,1.141,6,5,-1,-1,-2,0,N,B,A7,L,0,1,3,Qwest_Communications,CenturyLink,Wireline,3,,0
1000290,620,500,8.184,7,5,-1,-1,-1,0,Y,U,A5,W,0,3,4,Cingular Wireless,AT&T,Wireless,,Y,0
1000291,540,220,3.054,2,5,2,-1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000292,439,69,1.74,3,7,2,2,-1,-1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000293,416,500,1.214,5,7,2,-1,-1,-2,N,U,A4,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1000294,400,73,1.629,1,8,2,1,2,-1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000295,401,86,0.538,2,8,2,1,-1,0,Y,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,Y,0
1000296,577,226,1.655,7,5,-1,-1,2,0,N,B,A6,L,0,2,3,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1000297,481,500,2.224,5,8,2,-1,-2,-2,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000298,758,84,10.641,7,5,-1,-1,2,0,Y,U,A7,W,0,1,4,Sprint PCS,Sprint Nextel,Wireless,,N,1
1000299,423,500,2.058,2,8,2,-2,2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000300,399,86,0.506,1,8,2,-1,2,-1,N,C,A7,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000301,463,235,3.518,2,8,2,-1,-1,-1,N,B,A4,L,0,3,4,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1000302,406,500,3.455,2,8,2,2,-1,0,N,U,A7,W,7,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000303,457,40,0.341,1,8,1,1,-1,-1,N,B,A7,L,0,4,5,"Airus, Inc.",Peerless Network,Wireline,3,,0
1000304,370,500,0.967,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000305,391,500,1.133,2,5,2,-2,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000306,525,904,7.622,8,2,-1,-1,-1,-2,N,U,A4,W,5,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000307,519,247,1.057,2,8,2,-1,2,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000308,345,94,0.183,7,5,-1,1,-1,0,N,U,I1,W,7,0,1,Cingular Wireless,AT&T,Wireless,,N,0
1000309,463,930,3.889,7,5,-1,-1,-1,-2,N,B,A7,L,0,3,4,"BHNIS - Florida, LLC - NSR",Charter Communications,Wireline,3,,0
1000310,619,NA,2.571,2,6,2,1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000311,807,83,8.278,7,5,-1,-1,-1,0,N,B,A7,L,0,3,5,TelePacific,TelePacific,Wireline,3,,0
1000312,532,255,1.61,2,5,2,1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000313,401,216,2.256,2,8,2,1,2,0,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000314,461,285,1.046,7,5,-1,2,-1,0,N,U,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1000315,548,234,0.69,7,5,-1,-1,1,0,N,B,U,L,0,0,0,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1000316,339,500,1.097,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000317,361,95,0.338,1,8,1,1,1,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000318,337,500,0.669,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000319,365,73,1.295,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000320,277,50,0.188,5,7,2,-1,-1,-1,N,U,A7,W,0,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1000321,617,703,8.543,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000322,279,89,0.257,2,6,2,2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000323,456,76,12.662,6,2,-1,1,0,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000324,383,201,1.057,2,8,1,-1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000325,405,50,0.26,1,8,2,-1,2,2,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000326,344,237,0.147,3,8,2,1,-2,-1,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000327,655,500,5.452,7,5,-1,-1,2,0,Y,U,A7,W,7,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000328,553,210,1.691,7,3,-1,1,-1,0,N,U,A7,L,0,1,2,TelePacific,TelePacific,Wireline,3,,0
1000329,470,79,1.292,1,8,2,-1,-1,1,Y,U,A7,W,7,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000330,524,500,5.183,2,8,2,1,-1,0,Y,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,Y,0
1000331,457,500,2.568,2,5,2,-1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000332,561,248,3.564,7,4,-1,-1,-1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000333,432,500,1.271,2,8,2,1,2,-2,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000334,390,500,1.05,2,8,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000335,409,248,1.124,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000336,603,85,3.242,5,6,1,-1,-2,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000337,451,500,0.96,2,8,2,1,2,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000338,367,68,1.07,1,8,2,-1,2,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000339,376,472,0.839,2,8,2,-1,1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000340,487,252,1.175,6,2,-1,2,-1,-1,N,U,A7,L,0,3,5,Onvoy - SVR,Onvoy,Wireline,1,,0
1000341,457,500,1.149,2,8,2,2,2,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000342,523,77,4.23,3,5,2,1,-2,2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,1
1000343,494,500,8.579,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000344,323,205,0.134,2,8,2,1,2,0,N,U,A7,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000345,475,164,1.224,5,7,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000346,773,74,21.248,3,7,2,1,-1,1,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000347,440,247,0.88,2,5,2,-1,1,0,N,U,A7,W,0,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000348,551,171,8.895,8,5,-1,-1,-1,-2,N,U,A7,W,7,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000349,634,500,11.331,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000350,362,500,4.059,5,8,2,1,-2,0,N,U,A7,W,7,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000351,636,81,1.601,1,8,1,1,-1,-1,N,B,I2,U,0,0,0,,,,,,0
1000352,396,500,1.255,5,7,2,-1,-1,0,Y,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000353,723,50,7.743,2,3,-1,2,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000354,379,149,0.684,5,7,2,1,-1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000355,443,500,1.674,2,5,2,1,2,-2,N,U,U,W,1,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000356,525,904,1.128,7,5,-1,1,-1,0,N,U,I5,W,6,1,1,Cingular Wireless,AT&T,Wireless,,N,0
1000357,359,96,0.533,2,8,2,1,2,0,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000358,492,709,6.726,7,5,-1,1,-1,0,Y,U,A1,W,6,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000359,358,500,0.378,1,8,2,-2,1,1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1000360,431,500,2.896,2,8,2,-1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000361,466,500,0.335,5,8,2,-2,-2,0,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1000362,453,500,0.515,2,8,1,-1,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000363,452,84,0.941,3,5,-1,-1,-2,-1,N,U,A5,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000364,459,702,4.335,2,8,2,-1,1,0,N,C,I1,L,0,0,2,,Heartland Telecom Company of Iowa,Wireline,3,,0
1000365,359,182,0.376,2,8,1,1,2,0,N,B,A7,W,0,1,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000366,313,209,0.31,2,8,2,1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000367,462,500,1.93,2,8,1,1,-1,-2,N,B,A7,L,0,2,4,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1000368,471,904,5.183,5,8,2,-2,-2,0,N,U,A7,W,4,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1000369,453,500,1.654,2,6,2,1,2,-1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000370,335,263,1.271,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000371,442,163,0.674,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000372,433,50,1.684,1,8,2,2,2,1,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1000373,457,65,0.651,1,8,1,1,1,1,N,C,A7,L,0,2,3,FairPoint_Communications,Consolidated Communications,Wireline,3,,0
1000374,299,93,0.367,1,8,2,2,2,-1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000375,326,282,0.408,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000376,368,500,0.952,2,8,2,-1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000377,525,72,4.942,1,8,2,-1,-1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000378,545,85,2.108,1,8,2,1,2,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000379,564,500,14.934,7,5,-1,-1,-1,0,N,U,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,1
1000380,446,500,2.958,2,8,2,-1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000381,493,500,2.593,5,7,2,-1,-1,0,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1000382,535,88,0.965,2,6,2,2,2,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000383,591,238,49.558,8,7,0,0,-1,0,N,U,U,W,0,0,0,,,,,N,1
1000384,412,500,4.908,2,8,2,-2,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000385,501,500,3.673,7,5,-1,-1,2,0,Y,U,A4,W,0,1,3,Cingular Wireless,AT&T,Wireless,,Y,1
1000386,400,248,0.945,2,8,2,1,2,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000387,320,904,1.449,2,8,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000388,332,144,0.439,1,8,2,1,-1,-1,Y,U,A7,W,5,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000389,376,171,1.114,2,6,2,2,2,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000390,420,50,0.826,3,8,2,-2,-2,-1,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000391,349,82,0.522,8,2,-1,-1,1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1000392,380,500,1.25,2,8,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000393,428,500,1.713,7,5,-1,-1,-1,0,Y,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1000394,353,207,0.798,7,8,0,0,0,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1000395,458,122,0.863,5,5,-1,-1,-1,0,N,U,I1,W,0,1,2,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1000396,480,154,0.632,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000397,465,500,10.042,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1000398,355,50,0.289,1,8,2,1,2,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
